商品erpid,连锁名称,连锁id,通用名称,商品名称,条形码,批准文号,规格,生产厂家,成本价,销售单价_平均值,销售数量_总和,销售金额_总和
7612001,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,过氧化氢抑菌洗液,\N,6970968432530,鲁卫消证字（2017）,100ml,山东荣河消毒科技有限公司,0,0.5,14,7
7612115,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T一次性使用PE手套,\N,\N,冀石械备20150089号,M码,石家庄大桥医疗器械有限公司,0,2,15,30
7612115,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,一次性使用PE手套,\N,\N,冀石械备20150089号,M码,石家庄大桥医疗器械有限公司,0,2,35,70
7612117,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T医用PVC检查手套,\N,\N,皖淮械生产备20200001号,\N,英科医疗科技有限公司,0,0.6,35,21
7612121,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,阴道冲洗器,\N,6925200100272,赣洪械备20170042,1个,南昌市翔翊医疗保健用品有限公司,0,0.8,23,18.4
7612121,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T阴道冲洗器,\N,6925200100272,赣洪械备20170042,1个,南昌市翔翊医疗保健用品有限公司,0,0.8,9,7.2
7612122,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,阴道冲洗器,\N,6925200100272,赣洪械备20170042,1个,南昌市医疗保健用品有限公司,0,0.8,14,11.2
7612143,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,惠普生~富莱欣牌芦荟胶囊,\N,6936499412809,国食健注G20120390,450mg*100粒,南宁富莱辛生物,0,85,1,85
7612405,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T医用棉片,\N,6973864362086,冀沧械备20210053号,纯棉型（干型）60抽20cm*20cm,河北棉品科技有限公司,0,4.67,3,14
7612405,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,医用棉片,\N,6973864362086,冀沧械备20210053号,纯棉型（干型）60抽20cm*20cm,河北棉品科技有限公司,0,11.66,124,1445.3
7612407,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,富莱欣牌多种B族维生素片,\N,6936499417897,食健备G201945002179,0.7g*10片,南宁富莱欣生物科技有限公司,0,9,10,90
7612409,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,奥诺康氨糖钙硫酸软骨素片,\N,6975405991892,国食健注G20150820,0.85g*45片,浙江柏客健实业有限公司,0,41.89,56,2323.5
7612409,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T奥诺康氨糖钙硫酸软骨素片,\N,6975405991892,国食健注G20150820,0.85g*45片,浙江柏客健实业有限公司,0,41.83,38,1581
7612412,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,穴位压力刺激贴,\N,6974262320623,皖合械备20210038号,4贴,安徽赛诺瑞博生物科技有限公司,0,38,48,1824
7612412,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T穴位压力刺激贴,\N,6974262320623,皖合械备20210038号,4贴,安徽赛诺瑞博生物科技有限公司,0,24.26,90,1884.9
7612420,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,敏月康益生菌粉,\N,\N,SC11337132101211,60克,山东省中盟鑫科药业,0,55.65,64,3539.2
7612420,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T敏月康益生菌粉,\N,\N,SC11337132101211,60克,山东省中盟鑫科药业,0,54.81,23,1252.5
7612430,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,医用棉片,\N,6973864361089,冀沧械备20210053号,纯棉干型（20*20cm)60片,河北棉品科技有限公司,0,10.04,80,800.6
7612430,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T医用棉片,\N,6973864361089,冀沧械备20210053号,纯棉干型（20*20cm)60片,河北棉品科技有限公司,0,4,3,11
7612433,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,双氧水,\N,\N,豫卫消证字（2017）第000,100ml,商丘圣邦生物科技有限公司,0,0.5,65,32.5
7612433,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T双氧水,\N,\N,豫卫消证字（2017）第000,100ml,商丘圣邦生物科技有限公司,0,0.5,3,1.5
7612434,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,生金助化汤,\N,\N,SC11337132101211,15袋,山东省中盟鑫科药业,0,57,34,1915
7612434,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T生金助化汤,\N,\N,SC11337132101211,15袋,山东省中盟鑫科药业,0,28.55,31,772.2
7612445,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,胖大海菊花糖,\N,6970105051570,SC10651012100544,1.5g*12片,四川好医生中藏药业有限公司,0,10,43,430
7612445,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T胖大海菊花糖,\N,6970105051570,SC10651012100544,1.5g*12片,四川好医生中藏药业有限公司,0,9.89,21,208
7612463,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,橘井堂钙维生素d片,\N,6940726905538,食健备G201734000216,2.2g*50片,安徽福来生物医药有限公司,0,33.8,79,2648
7612463,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T橘井堂钙维生素d片,\N,6940726905538,食健备G201734000216,2.2g*50片,安徽福来生物医药有限公司,0,32.23,35,1116
7612558,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,双氧水~过氧化氢,\N,6970968430055,鲁卫消证字（2017）第1306号,500ml,德州格利洁消毒制品有限公司,0,1.5,19,28.5
7612558,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T双氧水~过氧化氢,\N,6970968430055,鲁卫消证字（2017）第1306号,500ml,德州格利洁消毒制品有限公司,0,1.5,2,3
7612568,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,山茶油抑菌膏,\N,6973864362819,闽卫消证字019D0023号,3.4g/儿童,福建颐真生物,0,28,2,56
7612568,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T山茶油抑菌膏,\N,6973864362819,闽卫消证字019D0023号,3.4g/儿童,福建颐真生物,0,27.4,6,165
7612656,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,远甜牛蒡茶,\N,6959692705462,Q/TLY0001S,100g,毫州市润甜生物科技有限公司,0,16,3,48
7612656,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T远甜牛蒡茶,\N,6959692705462,Q/TLY0001S,100g,毫州市润甜生物科技有限公司,0,10,1,10
7612664,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,广抗素-人干扰素a1b(复合）液体敷料,\N,6975768470010,冀石械备20210220,10ml,河北岸致达生物科技有限公司,0,48,21,1008
7612664,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T广抗素-人干扰素a1b(复合）液体敷料,\N,6975768470010,冀石械备20210220,10ml,河北岸致达生物科技有限公司,0,41.28,5,206.4
7612676,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T厨房湿巾,\N,6973864362314,冀卫消证字2021第0065号,50片/袋,河北棉品科技有限公司,0,15.68,5,78.4
7612731,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,敖东钙泡腾片,\N,6953339900777,国食健注G20110524,3.0g*10片,吉林敖东健康科技有限公司,0,35,2,70
7612749,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,消痔凝胶,\N,6971583874422,吉械注准20182640049,3g*3支,吉林省国大生物工程有限公司,0,15,10,150
7612749,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T消痔凝胶,\N,6971583874422,吉械注准20182640049,3g*3支,吉林省国大生物工程有限公司,0,14.02,13,184.2
7612778,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,珍草堂（棕黑色）,\N,6950935000917,国妆特字G20191887,144g+2ml,江苏美爱斯化妆品股份有限公司,0,97.31,13,1265
7612778,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T珍草堂（棕黑色）,\N,6950935000917,国妆特字G20191887,144g+2ml,江苏美爱斯化妆品股份有限公司,0,98,4,392
7612789,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,幼肤肽宝宝乳膏,\N,6951060901148,赣卫消证字（2018）第0015号,12g,江西海州生物科技有限公司,0,23,15,345
7612789,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T幼肤肽宝宝乳膏,\N,6951060901148,赣卫消证字（2018）第0015号,12g,江西海州生物科技有限公司,0,22.95,40,918
7612790,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T畅扶肽小分子肽乳膏,\N,6951060901124,赣卫消证字（2018）第0015号,15g,江西海州生物科技有限公司,0,22.92,23,527.2
7612790,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,畅扶肽小分子肽乳膏,\N,6951060901124,赣卫消证字（2018）第0015号,15g,江西海州生物科技有限公司,0,23,43,989
7612791,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,琴逸堂抑菌膏,\N,6975443070276,赣卫消证字2022第B30001号,23g,江西好乐药业有限公司,0,18,7,126
7612792,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,蓝莓叶黄素酯压片糖果,\N,6970131913842,SC10636098210123,0.6g*60片,江西皓宇生物科技有限公司,0,54.04,17,940.5
7612792,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T蓝莓叶黄素酯压片糖果,\N,6970131913842,SC10636098210123,0.6g*60片,江西皓宇生物科技有限公司,0,10,2,20
7612797,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,理想牌抑菌液,\N,6950915187713,赣卫消证字2012第C007号,180ml,江西理想实业,0,18,8,144
7612806,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,军营肤宝抑菌乳膏,\N,6936098700086,赣卫消证字2010第D062号,15g,江西新元堂健康制品有限公司,0,10,6,60
7612808,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,诺比衍婴宝,\N,\N,赣卫消证字2016第D051号,13.5,江西鑫福康生物制品有限公司,0,8,3,24
7612815,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,生命蓝天牌钙维生素D软胶囊,\N,6937205827115,食健备G201941000313,1.0g*60粒,开封红枫叶生物科技有限公司,0,23,6,138
7612853,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,富莱欣牌钙维生素D咀嚼片,\N,6936499417231,食健备G201845000785,1.5g*60片,南宁富莱欣生物科技有限公司,0,69,6,414
7612853,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T富莱欣牌钙维生素D咀嚼片,\N,6936499417231,食健备G201845000785,1.5g*60片,南宁富莱欣生物科技有限公司,0,35,2,70
7612861,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,百想膏宝宝抑菌膏,\N,6974826390062,闽卫消证字2021第020011号,12g,琪源堂（厦门）医药科技有限公司,0,22,8,176
7612862,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,百想膏抑菌膏,\N,6974826390017,闵卫消证字2021第020011号,12g,琪源堂（厦门）医药科技有限公司,0,22,7,154
7612863,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,灸热贴,\N,6973864363359,鲁械注准2012090940,颈椎型/10袋,青岛安龙生物科技有限公司,0,40,2.3,92
7612863,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T灸热贴,\N,6973864363359,鲁械注准2012090940,颈椎型/10袋,青岛安龙生物科技有限公司,0,27.61,33.2,837.65
7612864,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,灸热贴,\N,6973864363366,鲁械珠准20212090910,关节型/10袋,青岛安龙生物科技有限公司,0,40,2,80
7612864,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T灸热贴,\N,6973864363366,鲁械珠准20212090910,关节型/10袋,青岛安龙生物科技有限公司,0,28.91,32,851.9
7612865,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,灸热贴,\N,6973864361171,鲁械注准20212090910,通用型/10袋,青岛安龙生物科技有限公司,0,26,1,26
7612865,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T灸热贴,\N,6973864361171,鲁械注准20212090910,通用型/10袋,青岛安龙生物科技有限公司,0,21.87,19.2,408.9
7612869,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,博益创创面消毒液,\N,6970815480615,鲁卫消证字2019第0612号,80ml,青岛健康海洋生物制药有限公司,0,35,11,385
7612869,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T博益创创面消毒液,\N,6970815480615,鲁卫消证字2019第0612号,80ml,青岛健康海洋生物制药有限公司,0,20,28,525
7612870,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,医用棉签心型双头棉签,\N,\N,鲁青械备20170030号,120支,青岛千江生物工程有限公司,0,3,2,6
7612899,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,DHA藻油软胶囊,\N,\N,国食健字注G20140954,0.3g*35粒,\N,0,118.8,8,891
7612914,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,百草焊王  医用退热凝胶,\N,6974642920047,陕铜械畚20220002号,10g,陕西海斯诺医疗器械,0,10,3,30
7612928,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,畅肤肽（涂抹式给药器）,\N,\N,川南械备20230003,20ml,\N,0,23,8,184
7612937,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,大桥固定带蜂巢透气护腰,\N,\N,冀石械备20150049号,E07,\N,0,79,1,79
7612937,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T大桥固定带蜂巢透气护腰,\N,\N,冀石械备20150049号,E07,\N,0,79,1,79
7612950,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,肤专家~鲜王抑菌软膏,\N,6945062903736,（鄂）卫消证字（2012）第0025号,20g,武汉润禾生物医药有限公司,0,58,2,116
7612950,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T肤专家~鲜王抑菌软膏,\N,6945062903736,（鄂）卫消证字（2012）第0025号,20g,武汉润禾生物医药有限公司,0,35.8,1,35.8
7612954,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,福元胶囊/氨糖硫酸软骨素胶囊/A类,\N,6925389222079,Q/HYS0020S,0.4g*66粒,\N,0,128,1,128
7612954,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T福元胶囊/氨糖硫酸软骨素胶囊/A类,\N,6925389222079,Q/HYS0020S,0.4g*66粒,\N,0,52.64,6,301.8
7612962,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T甘草葛根饮料,\N,\N,SC10651068100149,10ml*6瓶,四川省蜀卫保健品,0,12,3,36
7612962,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,甘草葛根饮料,\N,\N,SC10651068100149,10ml*6瓶,四川省蜀卫保健品,0,12,7,84
7612966,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T谷幽兰男神海泥控油净爽洁面乳,\N,\N,鄂G妆网备字2023001223,120g,武汉润禾生物医药有限公司,0,38,1,38
7612967,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,谷幽兰维A醇胜紧致抗皱礼盒,\N,\N,鄂G妆网备字2023000826,4瓶,武汉润禾生物医药有限公司,0,373.5,1,373.5
7612968,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T谷幽兰维A醇胜肽紧致抗皱精华面霜,\N,\N,鄂G妆网备字2023000829,50g,武汉润禾生物医药有限公司,0,134.8,5,674
7612970,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,谷幽兰维A醇胜肽紧致抗皱精华水,\N,\N,鄂G妆网备字2023000828,130ml,武汉润禾生物医药有限公司,0,58,1,58
7612971,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T谷幽兰维A醇胜肽紧致抗皱精华眼霜,\N,\N,鄂G妆网备字2023000826,15g,武汉润禾生物医药有限公司,0,150,1,150
7612972,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,谷幽兰燕麦原B5舒缓保湿礼盒,\N,\N,鄂G妆网备字202300594,4瓶,武汉润禾生物医药有限公司,0,290,1,290
7612972,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T谷幽兰燕麦原B5舒缓保湿礼盒,\N,\N,鄂G妆网备字202300594,4瓶,武汉润禾生物医药有限公司,0,311.33,2,614
7612973,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,谷幽兰燕麦原B5舒缓保湿霜,\N,\N,鄂妆网备字2023000594,50g,武汉润禾生物医药有限公司,0,64,1,64
7612973,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T谷幽兰燕麦原B5舒缓保湿霜,\N,\N,鄂妆网备字2023000594,50g,武汉润禾生物医药有限公司,0,97.25,2,194.5
7613012,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,蓝莓叶黄素β-胡萝卜素软胶囊,\N,6901709074436,国食健续G20200216,0.5g*60粒,威海紫光生物科技开发有限公司,0,33,1,33
7613012,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T蓝莓叶黄素β-胡萝卜素软胶囊,\N,6901709074436,国食健续G20200216,0.5g*60粒,威海紫光生物科技开发有限公司,0,49,1,49
7613029,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,脉适康静脉曲张冷敷凝胶,\N,\N,晋临械备20200095号,20g,山西健康之路医疗器械有限公司,0,68,1,68
7613035,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,免洗手消毒凝胶,\N,6923358602181,豫卫消证字（2018）第0048号,500ml,驻马店市淘儿宁药械有限公司,0,20,1,20
7613036,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T民仙狐臭液,\N,6928673700161,国妆特字G20171010,15ml,浙江采药堂生物科技有限公司,0,29,1,29
7613036,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,民仙狐臭液,\N,6928673700161,国妆特字G20171010,15ml,浙江采药堂生物科技有限公司,0,29,7,203
7613037,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,名鹤牌虱芥霜抑菌膏,\N,6943155700163,陕卫消证字（2010）第0017号,10g,陕西奇力康药业有限公司,0,12,1,12
7613056,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,润诺明鱼肝油 医用退热凝胶,\N,6932967110024,陕械备20180066号,12ml,西安中天生物医药有限公司,0,8,5,40
7613059,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,食用葡萄糖,\N,6970864490016,SC12341140200218,500g,商丘圣邦生物科技,0,3.5,10,35
7613082,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T鲜王抑菌套盒,\N,6945062904757,鄂卫消证字2012第0025号,20G+30ml,\N,0,49.25,6,295.5
7613082,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,鲜王抑菌套盒,\N,6945062904757,鄂卫消证字2012第0025号,20G+30ml,\N,0,65,11,715
7613106,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,医用硅酮凝胶辅料（美巴克）,\N,\N,豫械注准20172640550,35g,郑州和济生物科技股份有限公司,0,298,1,298
7613116,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,幼肤肽（涂抹式给药器）,\N,\N,川南械备20230003号,15ml,四川焱远药业有限公司,0,23,38,874
7613116,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T幼肤肽（涂抹式给药器）,\N,\N,川南械备20230003号,15ml,四川焱远药业有限公司,0,21.09,11,232
7613119,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T远红外一正痛消贴,\N,6940394402452,吉械注准20192090081,7cm*10cm*8贴,一正集团吉林省医药科技实业,0,29,9,261
7613119,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,远红外一正痛消贴,\N,6940394402452,吉械注准20192090081,7cm*10cm*8贴,一正集团吉林省医药科技实业,0,29,53,1537
7613127,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,重甲,\N,\N,豫卫消,25ml,\N,0,48,9,432
7613133,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T惠普生富莱欣牌大豆磷脂软胶囊,\N,0,国食健字G20110538,1200mg*100粒,南宁富莱欣生物科技有限公司,0,58.08,15,875
7613133,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,惠普生富莱欣牌大豆磷脂软胶囊,\N,0,国食健字G20110538,1200mg*100粒,南宁富莱欣生物科技有限公司,0,72,1,72
7613137,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,医用退热贴,\N,555,渝械备20210067号,4贴,重庆麦克渝生制药有限公司,0,8,4,32
7613143,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,创可贴（弹力型）,\N,058,浙械注准20162141109,72mm*19mm*100片,浙江银达生物技术有限公司,0,11,4,44
7613143,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T创可贴（弹力型）,\N,058,浙械注准20162141109,72mm*19mm*100片,浙江银达生物技术有限公司,0,10.5,2,21
7613144,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,创可贴,\N,4963,浙械注准20162141109,20片,浙江银达生物技术有限公司,0,3.5,16,56
7613145,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T医用阴道冲洗器,\N,5310,5301,50ml,浙江圣华药业有限公司,0,4,1,4
7613147,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,奥诺康R氨糖钙硫酸软骨素片,\N,6975405990789,国食健注G20150820,38.25g(0.85g*45片),浙江柏客健实业有限公司,0,44.36,39,1719.5
7613147,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T奥诺康R氨糖钙硫酸软骨素片,\N,6975405990789,国食健注G20150820,38.25g(0.85g*45片),浙江柏客健实业有限公司,0,41.69,34,1329
7613153,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T怡洁康成人拉拉裤,\N,0379,5631,10片,怡洁康,0,20,1,20
7613161,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T谷幽兰裂霸抑菌乳膏,\N,6945062903118,鄂妆20160017,80g,武汉润禾生物医药有限公司,0,19.8,2,39.6
7613162,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,夫专家香矛精油防护喷雾,\N,*,鄂G妆备案字2022000618,60ml,武汉润禾生物医药有限公司,0,44.08,12,529
7613165,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T夜莺蚊蝇香,\N,086,065,01,无,0,3,7,17
7613165,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,夜莺蚊蝇香,\N,086,065,01,无,0,3.5,10,35
7613171,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,促黄体生成素(LH)检测试剂盒(胶体金免疫层析法),\N,6944133504872,津械注准20152400202,条形 10人份,天津亿康先达生物科技有限公司,0,9,5,45
7613172,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,轮椅喷涂座便,\N,无,不需要批件,1台,天津市永康轮椅厂,0,295,1,295
7613180,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,硅酮疤痕凝胶,\N,6972176591757,苏械注准20192140261,20g,苏州乐泰医疗科技有限公司,0,48,2,96
7613209,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,铝合金助行器,\N,0,025,HBLX102,上海互邦医疗器械有限公司,0,160,1,160
7613211,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,碘伏消毒剂,\N,6970864490504,豫卫消证字(2017)第0002号,500ml,商丘圣邦生物科技有限公司,0,4,4,16
7613224,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,过氧化氢抑菌洗液,\N,6970968432530,鲁卫消证字(2017)第1306号,100ml,山东荣河消毒科技有限公司,0,0.5,10,5
7613224,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T过氧化氢抑菌洗液,\N,6970968432530,鲁卫消证字(2017)第1306号,100ml,山东荣河消毒科技有限公司,0,0.5,1,0.5
7613225,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,桂河牌甲酚皂消毒液,\N,6970968430154,鲁卫消证字(2017)第1306号,500ml,山东荣河消毒科技有限公司,0,1.5,3,4.5
7613230,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,纱布绷带,\N,无,鲁菏械备20150081号,10cm*600cm*10卷,山东华晨医疗器械有限公司,0,1.5,5,7.5
7613231,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T华晨棉签,\N,1,鲁械,无,山东华晨医疗器械有限公司,0,0.6,37,22.2
7613231,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,华晨棉签,\N,1,鲁械,无,山东华晨医疗器械有限公司,0,0.6,32,19.2
7613233,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T黄皮肤峙宁抑菌膏,\N,6938272800759,赣卫消证字(2010)第0076号,15g,山东海川药业有限公司,0,15,7,105
7613233,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,黄皮肤峙宁抑菌膏,\N,6938272800759,赣卫消证字(2010)第0076号,15g,山东海川药业有限公司,0,15,9,135
7613234,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,医用外科口罩,\N,0820,038,10只,山东邦盾医疗科技有限公司,0,3,2,6
7613235,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,华晨医用绷带,\N,无,鲁菏械备20150081号,8cm*6cm,山东,0,1.08,10,10.3
7613239,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,海氏海诺无菌敷贴,\N,0,鲁械注准20142640041,10cm*20cm,青岛海诺生物工程有限公司,0,0.65,37,24.05
7613240,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,海氏海诺压敏胶带(无纺布型),\N,6925923780515,鲁青械备20140018号,无纺布型 1.25cm*910cm*1卷,青岛海诺生物工程有限公司,0,1.5,5,7.5
7613246,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,惠普生富莱欣牌多种B族维生素片,\N,934,国食健备G201945002179,0.7g*60片,南宁富莱欣生物科技有限公司,0,69.27,6,415.6
7613246,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T惠普生富莱欣牌多种B族维生素片,\N,934,国食健备G201945002179,0.7g*60片,南宁富莱欣生物科技有限公司,0,32.63,6,195.8
7613247,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,T惠普生富莱欣牌维生素C含片,\N,267,国食健字G20110527,1000mg*60片,南宁富莱欣生物科技有限公司,0,23,1,23
7613247,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,惠普生富莱欣牌维生素C含片,\N,267,国食健字G20110527,1000mg*60片,南宁富莱欣生物科技有限公司,0,29.8,2,59.6
